# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2373       7.716109101988e-12       2.437271693713e-13      -1.813301188976e-13       2.466040874168e-15       1.454146118600e-16       3.078537872532e-17       1.592011140209e-18 
 2374       7.686847427144e-12       2.437293505024e-13      -1.779460859049e-13       2.462524892325e-15       1.451290729496e-16       3.059101638282e-17       1.621486704953e-18 
 2375       7.657505559171e-12       2.437494027030e-13      -1.746384389242e-13       2.459009050352e-15       1.448441650047e-16       3.039692928468e-17       1.651128638264e-18 
 2376       7.628089305412e-12       2.437869828416e-13      -1.714087608852e-13       2.455493374261e-15       1.445598860990e-16       3.020315245426e-17       1.680973942359e-18 
 2377       7.598604452684e-12       2.438417217818e-13      -1.682583551746e-13       2.451977899725e-15       1.442762344057e-16       3.000971531604e-17       1.711046839250e-18 
 2378       7.569056645961e-12       2.439131500096e-13      -1.651873906459e-13       2.448462700986e-15       1.439932085362e-16       2.981662451653e-17       1.741319972207e-18 
 2379       7.539451508984e-12       2.440007715448e-13      -1.621957513531e-13       2.444947862129e-15       1.437108072035e-16       2.962388099776e-17       1.771752965573e-18 
 2380       7.509794684565e-12       2.441040886328e-13      -1.592833204317e-13       2.441433467485e-15       1.434290291098e-16       2.943148570125e-17       1.802305306849e-18 
 2381       7.480091834610e-12       2.442226017423e-13      -1.564499800971e-13       2.437919601632e-15       1.431478729462e-16       2.923943956794e-17       1.832936346554e-18 
 2382       7.450348640138e-12       2.443558095638e-13      -1.536956116444e-13       2.434406349396e-15       1.428673373932e-16       2.904774353829e-17       1.863605298078e-18 
 2383       7.420570801300e-12       2.445032090074e-13      -1.510200954462e-13       2.430893795850e-15       1.425874211200e-16       2.885639855219e-17       1.894271237540e-18 
 2384       7.390764037402e-12       2.446642952010e-13      -1.484233109523e-13       2.427382026314e-15       1.423081227852e-16       2.866540554900e-17       1.924893103646e-18 
 2385       7.360934086919e-12       2.448385614886e-13      -1.459051366878e-13       2.423871126356e-15       1.420294410363e-16       2.847476546754e-17       1.955429697538e-18 
 2386       7.331086707524e-12       2.450254994278e-13      -1.434654502526e-13       2.420361181793e-15       1.417513745099e-16       2.828447924607e-17       1.985839682656e-18 
 2387       7.301227676099e-12       2.452245987888e-13      -1.411041283198e-13       2.416852278689e-15       1.414739218315e-16       2.809454782234e-17       2.016081584593e-18 
 2388       7.271362788760e-12       2.454353475516e-13      -1.388210466350e-13       2.413344503359e-15       1.411970816157e-16       2.790497213351e-17       2.046113790950e-18 
 2389       7.241497860878e-12       2.456572319046e-13      -1.366160800144e-13       2.409837942363e-15       1.409208524662e-16       2.771575311624e-17       2.075894551189e-18 
 2390       7.211638727096e-12       2.458897362428e-13      -1.344891023444e-13       2.406332682514e-15       1.406452329753e-16       2.752689170658e-17       2.105381976495e-18 
 2391       7.181791241350e-12       2.461323431653e-13      -1.324399865802e-13       2.402828810873e-15       1.403702217248e-16       2.733838884008e-17       2.134534039629e-18 
 2392       7.151961276889e-12       2.463845334743e-13      -1.304686047444e-13       2.399326414748e-15       1.400958172851e-16       2.715024545170e-17       2.163308574781e-18 
 2393       7.122154726297e-12       2.466457861722e-13      -1.285748279261e-13       2.395825581701e-15       1.398220182155e-16       2.696246247586e-17       2.191663277430e-18 
 2394       7.092377501509e-12       2.469155784605e-13      -1.267585262798e-13       2.392326399541e-15       1.395488230644e-16       2.677504084640e-17       2.219555704200e-18 
 2395       7.062635533835e-12       2.471933857374e-13      -1.250195690239e-13       2.388828956328e-15       1.392762303691e-16       2.658798149662e-17       2.246943272712e-18 
 2396       7.032934773979e-12       2.474786815964e-13      -1.233578244401e-13       2.385333340374e-15       1.390042386557e-16       2.640128535924e-17       2.273783261444e-18 
 2397       7.003281192057e-12       2.477709378236e-13      -1.217731598716e-13       2.381839640239e-15       1.387328464392e-16       2.621495336642e-17       2.300032809585e-18 
 2398       6.973680777619e-12       2.480696243967e-13      -1.202654417225e-13       2.378347944738e-15       1.384620522236e-16       2.602898644975e-17       2.325648916892e-18 
 2399       6.944139539669e-12       2.483742094824e-13      -1.188345354562e-13       2.374858342932e-15       1.381918545014e-16       2.584338554026e-17       2.350588443542e-18 
 2400       6.914663506685e-12       2.486841594351e-13      -1.174803055948e-13       2.371370924138e-15       1.379222517544e-16       2.565815156838e-17       2.374808109996e-18 
 2401       6.885258726638e-12       2.489989387943e-13      -1.162026157172e-13       2.367885777922e-15       1.376532424529e-16       2.547328546399e-17       2.398264496846e-18 
 2402       6.855931267013e-12       2.493180102834e-13      -1.150013284586e-13       2.364402994103e-15       1.373848250561e-16       2.528878815637e-17       2.420914044678e-18 
 2403       6.826687214829e-12       2.496408348072e-13      -1.138763055091e-13       2.360922662753e-15       1.371169980121e-16       2.510466057426e-17       2.442713053921e-18 
 2404       6.797532676658e-12       2.499668714506e-13      -1.128274076124e-13       2.357444874195e-15       1.368497597575e-16       2.492090364578e-17       2.463617684710e-18 
 2405       6.768473778648e-12       2.502955774759e-13      -1.118544945650e-13       2.353969719005e-15       1.365831087180e-16       2.473751829847e-17       2.483583956739e-18 
 2406       6.739516666537e-12       2.506264083219e-13      -1.109574252147e-13       2.350497288013e-15       1.363170433078e-16       2.455450545930e-17       2.502567749114e-18 
 2407       6.710667505682e-12       2.509588176012e-13      -1.101360574595e-13       2.347027672300e-15       1.360515619300e-16       2.437186605466e-17       2.520524800214e-18 
 2408       6.681932481070e-12       2.512922570984e-13      -1.093902482467e-13       2.343560963202e-15       1.357866629764e-16       2.418960101032e-17       2.537410707543e-18 
 2409       6.653317797344e-12       2.516261767688e-13      -1.087198535715e-13       2.340097252308e-15       1.355223448273e-16       2.400771125147e-17       2.553180927588e-18 
 2410       6.624829678820e-12       2.519600247356e-13      -1.081247284759e-13       2.336636631463e-15       1.352586058520e-16       2.382619770272e-17       2.567790775675e-18 
 2411       6.596474369511e-12       2.522932472887e-13      -1.076047270476e-13       2.333179192762e-15       1.349954444084e-16       2.364506128807e-17       2.581195425822e-18 
 2412       6.568258133139e-12       2.526252888827e-13      -1.071597024188e-13       2.329725028557e-15       1.347328588428e-16       2.346430293093e-17       2.593349910600e-18 
 2413       6.540187253166e-12       2.529555921345e-13      -1.067895067651e-13       2.326274231455e-15       1.344708474906e-16       2.328392355409e-17       2.604209120984e-18 
 2414       6.512268032805e-12       2.532835978221e-13      -1.064939913042e-13       2.322826894317e-15       1.342094086754e-16       2.310392407976e-17       2.613727806213e-18 
 2415       6.484506795043e-12       2.536087448821e-13      -1.062730062950e-13       2.319383110259e-15       1.339485407098e-16       2.292430542954e-17       2.621860573642e-18 
 2416       6.456909193949e-12       2.539305130457e-13      -1.061262271021e-13       2.315942969151e-15       1.336882419752e-16       2.274507265647e-17       2.628578897901e-18 
 2417       6.429478143989e-12       2.542485510308e-13      -1.060526312413e-13       2.312506547091e-15       1.334285111643e-16       2.256624736861e-17       2.633922261296e-18 
 2418       6.402215878201e-12       2.545625491230e-13      -1.060510181627e-13       2.309073916868e-15       1.331693470402e-16       2.238785538075e-17       2.637947323046e-18 
 2419       6.375124635774e-12       2.548721966074e-13      -1.061201828920e-13       2.305645151458e-15       1.329107483563e-16       2.220992258929e-17       2.640710938338e-18 
 2420       6.348206662054e-12       2.551771817677e-13      -1.062589160261e-13       2.302220324022e-15       1.326527138559e-16       2.203247497229e-17       2.642270158523e-18 
 2421       6.321464208552e-12       2.554771918850e-13      -1.064660037282e-13       2.298799507910e-15       1.323952422729e-16       2.185553858961e-17       2.642682231333e-18 
 2422       6.294899532947e-12       2.557719132370e-13      -1.067402277232e-13       2.295382776657e-15       1.321383323309e-16       2.167913958292e-17       2.642004601077e-18 
 2423       6.268514899094e-12       2.560610310969e-13      -1.070803652926e-13       2.291970203986e-15       1.318819827438e-16       2.150330417584e-17       2.640294908851e-18 
 2424       6.242312577029e-12       2.563442297322e-13      -1.074851892705e-13       2.288561863806e-15       1.316261922155e-16       2.132805867401e-17       2.637610992741e-18 
 2425       6.216294842975e-12       2.566211924040e-13      -1.079534680380e-13       2.285157830214e-15       1.313709594403e-16       2.115342946515e-17       2.634010888032e-18 
 2426       6.190463979347e-12       2.568916013658e-13      -1.084839655190e-13       2.281758177496e-15       1.311162831021e-16       2.097944301917e-17       2.629552827410e-18 
 2427       6.164822274760e-12       2.571551378622e-13      -1.090754411754e-13       2.278362980123e-15       1.308621618753e-16       2.080612588824e-17       2.624295241170e-18 
 2428       6.139372024034e-12       2.574114821285e-13      -1.097266500025e-13       2.274972312756e-15       1.306085944241e-16       2.063350470687e-17       2.618296757419e-18 
 2429       6.114115528198e-12       2.576603133890e-13      -1.104363425237e-13       2.271586250243e-15       1.303555794028e-16       2.046160619200e-17       2.611616202284e-18 
 2430       6.089055094499e-12       2.579013098567e-13      -1.112032647866e-13       2.268204867621e-15       1.301031154558e-16       2.029045714308e-17       2.604312600114e-18 
 2431       6.064193036406e-12       2.581341487314e-13      -1.120261583575e-13       2.264828240114e-15       1.298512012174e-16       2.012008444216e-17       2.596445173690e-18 
 2432       6.039531673615e-12       2.583585061995e-13      -1.129037603173e-13       2.261456443136e-15       1.295998353121e-16       1.995051505395e-17       2.588073344428e-18 
 2433       6.015073332058e-12       2.585740574325e-13      -1.138348032563e-13       2.258089552289e-15       1.293490163542e-16       1.978177602593e-17       2.579256732583e-18 
 2434       5.990820343906e-12       2.587804765861e-13      -1.148180152698e-13       2.254727643365e-15       1.290987429481e-16       1.961389448842e-17       2.570055157456e-18 
 2435       5.966775047577e-12       2.589774367991e-13      -1.158521199530e-13       2.251370792342e-15       1.288490136880e-16       1.944689765466e-17       2.560528637602e-18 
 2436       5.942939787739e-12       2.591646101925e-13      -1.169358363968e-13       2.248019075391e-15       1.285998271582e-16       1.928081282090e-17       2.550737391031e-18 
 2437       5.919316915320e-12       2.593416678684e-13      -1.180678791826e-13       2.244672568870e-15       1.283511819329e-16       1.911566736649e-17       2.540741835416e-18 
 2438       5.895908787510e-12       2.595082799091e-13      -1.192469583777e-13       2.241331349328e-15       1.281030765764e-16       1.895148875392e-17       2.530602588297e-18 
 2439       5.872717767768e-12       2.596641153759e-13      -1.204717795309e-13       2.237995493501e-15       1.278555096425e-16       1.878830452897e-17       2.520380467288e-18 
 2440       5.849746225831e-12       2.598088423080e-13      -1.217410436671e-13       2.234665078319e-15       1.276084796754e-16       1.862614232075e-17       2.510136490282e-18 
 2441       5.826996537714e-12       2.599421277219e-13      -1.230534472833e-13       2.231340180898e-15       1.273619852088e-16       1.846502984177e-17       2.499931875657e-18 
 2442       5.804471085723e-12       2.600636376098e-13      -1.244076823433e-13       2.228020878548e-15       1.271160247665e-16       1.830499488807e-17       2.489828042479e-18 
