# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2195       1.027662931724e-11       4.863080370642e-13      -4.447764510094e-13       3.128874933081e-15       2.080921092160e-16       4.575253506126e-17      -5.301475285127e-18 
 2196       1.025606290143e-11       4.859087800891e-13      -4.496617735917e-13       3.124474396275e-15       2.076629287321e-16       4.586480318809e-17      -5.276361185334e-18 
 2197       1.023594707050e-11       4.854713222202e-13      -4.545377642278e-13       3.120085390176e-15       2.072347641960e-16       4.597451401704e-17      -5.250189580134e-18 
 2198       1.021627700891e-11       4.849957716184e-13      -4.594013431667e-13       3.115707936847e-15       2.068076129456e-16       4.608166875840e-17      -5.223003858041e-18 
 2199       1.019704787997e-11       4.844822371167e-13      -4.642494195598e-13       3.111342058290e-15       2.063814722965e-16       4.618626864675e-17      -5.194847573115e-18 
 2200       1.017825482585e-11       4.839308282217e-13      -4.690788914481e-13       3.106987776444e-15       2.059563395419e-16       4.628831494091e-17      -5.165764445159e-18 
 2201       1.015989296756e-11       4.833416551136e-13      -4.738866457497e-13       3.102645113186e-15       2.055322119531e-16       4.638780892405e-17      -5.135798359904e-18 
 2202       1.014195740488e-11       4.827148286479e-13      -4.786695582472e-13       3.098314090332e-15       2.051090867786e-16       4.648475190368e-17      -5.104993369206e-18 
 2203       1.012444321639e-11       4.820504603556e-13      -4.834244935753e-13       3.093994729635e-15       2.046869612450e-16       4.657914521172e-17      -5.073393691231e-18 
 2204       1.010734545940e-11       4.813486624448e-13      -4.881483052078e-13       3.089687052787e-15       2.042658325562e-16       4.667099020448e-17      -5.041043710652e-18 
 2205       1.009065916995e-11       4.806095478007e-13      -4.928378354456e-13       3.085391081416e-15       2.038456978939e-16       4.676028826278e-17      -5.007987978836e-18 
 2206       1.007437936277e-11       4.798332299872e-13      -4.974899154036e-13       3.081106837089e-15       2.034265544171e-16       4.684704079190e-17      -4.974271214037e-18 
 2207       1.005850103126e-11       4.790198232473e-13      -5.021013649986e-13       3.076834341307e-15       2.030083992627e-16       4.693124922166e-17      -4.939938301584e-18 
 2208       1.004301914748e-11       4.781694425044e-13      -5.066689929363e-13       3.072573615512e-15       2.025912295448e-16       4.701291500645e-17      -4.905034294077e-18 
 2209       1.002792866209e-11       4.772822033626e-13      -5.111895966992e-13       3.068324681081e-15       2.021750423551e-16       4.709203962527e-17      -4.869604411575e-18 
 2210       1.001322450437e-11       4.763582221081e-13      -5.156599625335e-13       3.064087559329e-15       2.017598347627e-16       4.716862458174e-17      -4.833694041787e-18 
 2211       9.998901582151e-12       4.753976157098e-13      -5.200768654370e-13       3.059862271507e-15       2.013456038141e-16       4.724267140417e-17      -4.797348740263e-18 
 2212       9.984954781810e-12       4.744005018202e-13      -5.244370691465e-13       3.055648838802e-15       2.009323465332e-16       4.731418164557e-17      -4.760614230586e-18 
 2213       9.971378968247e-12       4.733669987765e-13      -5.287373261246e-13       3.051447282338e-15       2.005200599213e-16       4.738315688369e-17      -4.723536404563e-18 
 2214       9.958168984855e-12       4.722972256008e-13      -5.329743775481e-13       3.047257623176e-15       2.001087409568e-16       4.744959872107e-17      -4.686161322416e-18 
 2215       9.945319653492e-12       4.711913020020e-13      -5.371449532946e-13       3.043079882313e-15       1.996983865956e-16       4.751350878504e-17      -4.648535212971e-18 
 2216       9.932825774461e-12       4.700493483756e-13      -5.412457719306e-13       3.038914080681e-15       1.992889937708e-16       4.757488872781e-17      -4.610704473853e-18 
 2217       9.920682126480e-12       4.688714858054e-13      -5.452735406983e-13       3.034760239148e-15       1.988805593927e-16       4.763374022644e-17      -4.572715671673e-18 
 2218       9.908883466661e-12       4.676578360638e-13      -5.492249555036e-13       3.030618378521e-15       1.984730803488e-16       4.769006498294e-17      -4.534615542221e-18 
 2219       9.897424530479e-12       4.664085216132e-13      -5.530967009031e-13       3.026488519537e-15       1.980665535036e-16       4.774386472426e-17      -4.496450990660e-18 
 2220       9.886300031752e-12       4.651236656063e-13      -5.568854500918e-13       3.022370682874e-15       1.976609756990e-16       4.779514120234e-17      -4.458269091709e-18 
 2221       9.875504096209e-12       4.638034851196e-13      -5.605882697736e-13       3.018264868641e-15       1.972563439435e-16       4.784389484222e-17      -4.420110500487e-18 
 2222       9.865028558178e-12       4.624485715229e-13      -5.642038377148e-13       3.014170994740e-15       1.968526559826e-16       4.789012067660e-17      -4.381989637164e-18 
 2223       9.854864652620e-12       4.610596119593e-13      -5.677312331911e-13       3.010088958098e-15       1.964499097323e-16       4.793381238454e-17      -4.343914372075e-18 
 2224       9.845003580476e-12       4.596372962842e-13      -5.711695328303e-13       3.006018655136e-15       1.960481030897e-16       4.797496364099e-17      -4.305892603247e-18 
 2225       9.835436508624e-12       4.581823170682e-13      -5.745178106096e-13       3.001959981764e-15       1.956472339330e-16       4.801356811674e-17      -4.267932256433e-18 
 2226       9.826154569845e-12       4.566953696004e-13      -5.777751378528e-13       2.997912833383e-15       1.952473001214e-16       4.804961947848e-17      -4.230041285137e-18 
 2227       9.817148862779e-12       4.551771518914e-13      -5.809405832277e-13       2.993877104883e-15       1.948482994952e-16       4.808311138876e-17      -4.192227670648e-18 
 2228       9.808410451889e-12       4.536283646764e-13      -5.840132127433e-13       2.989852690642e-15       1.944502298755e-16       4.811403750601e-17      -4.154499422074e-18 
 2229       9.799930367420e-12       4.520497114187e-13      -5.869920897472e-13       2.985839484527e-15       1.940530890647e-16       4.814239148452e-17      -4.116864576366e-18 
 2230       9.791699605360e-12       4.504418983122e-13      -5.898762749226e-13       2.981837379893e-15       1.936568748460e-16       4.816816697450e-17      -4.079331198354e-18 
 2231       9.783709127403e-12       4.488056342852e-13      -5.926648262860e-13       2.977846269579e-15       1.932615849833e-16       4.819135762200e-17      -4.041907380775e-18 
 2232       9.775949860905e-12       4.471416310030e-13      -5.953567991841e-13       2.973866045913e-15       1.928672172218e-16       4.821195706899e-17      -4.004601244308e-18 
 2233       9.768412698850e-12       4.454506028715e-13      -5.979512462912e-13       2.969896600707e-15       1.924737692873e-16       4.822995895330e-17      -3.967420937598e-18 
 2234       9.761088499809e-12       4.437332670399e-13      -6.004472176066e-13       2.965937825260e-15       1.920812388864e-16       4.824535690868e-17      -3.930374637294e-18 
 2235       9.753968087898e-12       4.419903434041e-13      -6.028437604517e-13       2.961989610351e-15       1.916896237068e-16       4.825814456474e-17      -3.893470548074e-18 
 2236       9.747042252742e-12       4.402225546098e-13      -6.051399194673e-13       2.958051846248e-15       1.912989214167e-16       4.826831554702e-17      -3.856716902680e-18 
 2237       9.740301749437e-12       4.384306260556e-13      -6.073347366110e-13       2.954124422697e-15       1.909091296653e-16       4.827586347692e-17      -3.820121961946e-18 
 2238       9.733737298507e-12       4.366152858962e-13      -6.094272511545e-13       2.950207228930e-15       1.905202460822e-16       4.828078197177e-17      -3.783694014831e-18 
 2239       9.727339585865e-12       4.347772650453e-13      -6.114164996807e-13       2.946300153659e-15       1.901322682781e-16       4.828306464478e-17      -3.747441378448e-18 
 2240       9.721099262779e-12       4.329172971791e-13      -6.133015160811e-13       2.942403085077e-15       1.897451938441e-16       4.828270510509e-17      -3.711372398096e-18 
 2241       9.715006945825e-12       4.310361187393e-13      -6.150813315529e-13       2.938515910858e-15       1.893590203522e-16       4.827969695771e-17      -3.675495447290e-18 
 2242       9.709053216857e-12       4.291344689359e-13      -6.167549745965e-13       2.934638518156e-15       1.889737453547e-16       4.827403380360e-17      -3.639818927793e-18 
 2243       9.703228622957e-12       4.272130897508e-13      -6.183214710130e-13       2.930770793603e-15       1.885893663848e-16       4.826570923960e-17      -3.604351269647e-18 
 2244       9.697523676406e-12       4.252727259409e-13      -6.197798439006e-13       2.926912623310e-15       1.882058809563e-16       4.825471685847e-17      -3.569100931200e-18 
 2245       9.691928854639e-12       4.233141250409e-13      -6.211291136530e-13       2.923063892868e-15       1.878232865632e-16       4.824105024890e-17      -3.534076399142e-18 
 2246       9.686434600205e-12       4.213380373666e-13      -6.223682979558e-13       2.919224487342e-15       1.874415806803e-16       4.822470299549e-17      -3.499286188532e-18 
 2247       9.681031320732e-12       4.193452160182e-13      -6.234964117843e-13       2.915394291275e-15       1.870607607630e-16       4.820566867876e-17      -3.464738842834e-18 
 2248       9.675709388887e-12       4.173364168832e-13      -6.245124674004e-13       2.911573188687e-15       1.866808242469e-16       4.818394087514e-17      -3.430442933939e-18 
 2249       9.670459142332e-12       4.153123986397e-13      -6.254154743503e-13       2.907761063072e-15       1.863017685482e-16       4.815951315701e-17      -3.396407062204e-18 
 2250       9.665270883691e-12       4.132739227595e-13      -6.262044394614e-13       2.903957797400e-15       1.859235910635e-16       4.813237909265e-17      -3.362639856481e-18 
 2251       9.660134880508e-12       4.112217535111e-13      -6.268783668398e-13       2.900163274113e-15       1.855462891697e-16       4.810253224631e-17      -3.329149974143e-18 
 2252       9.655041365205e-12       4.091566579630e-13      -6.274362578674e-13       2.896377375128e-15       1.851698602242e-16       4.806996617813e-17      -3.295946101123e-18 
 2253       9.649980535050e-12       4.070794059868e-13      -6.278771111993e-13       2.892599981835e-15       1.847943015647e-16       4.803467444420e-17      -3.263036951937e-18 
 2254       9.644942552109e-12       4.049907702602e-13      -6.281999227613e-13       2.888830975096e-15       1.844196105092e-16       4.799665059656e-17      -3.230431269718e-18 
 2255       9.639917543216e-12       4.028915262704e-13      -6.284036857466e-13       2.885070235243e-15       1.840457843559e-16       4.795588818317e-17      -3.198137826250e-18 
 2256       9.634895599924e-12       4.007824523171e-13      -6.284873906136e-13       2.881317642082e-15       1.836728203835e-16       4.791238074795e-17      -3.166165421993e-18 
 2257       9.629866778476e-12       3.986643295154e-13      -6.284500250829e-13       2.877573074886e-15       1.833007158506e-16       4.786612183075e-17      -3.134522886118e-18 
 2258       9.624821099757e-12       3.965379417994e-13      -6.282905741348e-13       2.873836412400e-15       1.829294679964e-16       4.781710496736e-17      -3.103219076536e-18 
 2259       9.619748549259e-12       3.944040759249e-13      -6.280080200065e-13       2.870107532837e-15       1.825590740398e-16       4.776532368954e-17      -3.072262879929e-18 
 2260       9.614639741934e-12       3.922635012353e-13      -6.276017282905e-13       2.866386312508e-15       1.821895313450e-16       4.771077798769e-17      -3.041655665634e-18 
 2261       9.609487921542e-12       3.901169088083e-13      -6.270726089706e-13       2.862672621698e-15       1.818208379161e-16       4.765349374466e-17      -3.011368593808e-18 
 2262       9.604286974172e-12       3.879649719213e-13      -6.264219629018e-13       2.858966328760e-15       1.814529919054e-16       4.759350342786e-17      -2.981365160328e-18 
 2263       9.599030764509e-12       3.858083662554e-13      -6.256510963981e-13       2.855267301489e-15       1.810859914486e-16       4.753083963814e-17      -2.951608729447e-18 
 2264       9.593713135806e-12       3.836477698986e-13      -6.247613212389e-13       2.851575407111e-15       1.807198346649e-16       4.746553510990e-17      -2.922062533643e-18 
 2265       9.588327909863e-12       3.814838633478e-13      -6.237539546753e-13       2.847890512292e-15       1.803545196573e-16       4.739762271132e-17      -2.892689673478e-18 
 2266       9.582868887003e-12       3.793173295121e-13      -6.226303194365e-13       2.844212483131e-15       1.799900445122e-16       4.732713544444e-17      -2.863453117449e-18 
 2267       9.577329846045e-12       3.771488537151e-13      -6.213917437363e-13       2.840541185163e-15       1.796264072993e-16       4.725410644537e-17      -2.834315701839e-18 
 2268       9.571704544286e-12       3.749791236977e-13      -6.200395612790e-13       2.836876483357e-15       1.792636060721e-16       4.717856898442e-17      -2.805240130577e-18 
 2269       9.565986717472e-12       3.728088296205e-13      -6.185751112662e-13       2.833218242114e-15       1.789016388672e-16       4.710055646625e-17      -2.776188975086e-18 
 2270       9.560170079780e-12       3.706386640669e-13      -6.169997384029e-13       2.829566325269e-15       1.785405037048e-16       4.702010243001e-17      -2.747124674140e-18 
 2271       9.554248323789e-12       3.684693220454e-13      -6.153147929039e-13       2.825920596089e-15       1.781801985886e-16       4.693724054956e-17      -2.718009533713e-18 
 2272       9.548215120459e-12       3.663015009925e-13      -6.135216305001e-13       2.822280917270e-15       1.778207215055e-16       4.685200463354e-17      -2.688805726839e-18 
 2273       9.542064119109e-12       3.641359007751e-13      -6.116216124450e-13       2.818647150943e-15       1.774620704258e-16       4.676442862557e-17      -2.659475293462e-18 
 2274       9.535788947390e-12       3.619732236934e-13      -6.096161055210e-13       2.815019158664e-15       1.771042433032e-16       4.667454660441e-17      -2.629980140289e-18 
 2275       9.529383211262e-12       3.598141744834e-13      -6.075064820454e-13       2.811396801421e-15       1.767472380745e-16       4.658239278409e-17      -2.600282040645e-18 
 2276       9.522840494975e-12       3.576594603197e-13      -6.052941198774e-13       2.807779939632e-15       1.763910526601e-16       4.648800151407e-17      -2.570342634325e-18 
 2277       9.516154361038e-12       3.555097908180e-13      -6.029804024238e-13       2.804168433140e-15       1.760356849633e-16       4.639140727942e-17      -2.540123427452e-18 
 2278       9.509318350202e-12       3.533658780379e-13      -6.005667186458e-13       2.800562141218e-15       1.756811328711e-16       4.629264470092e-17      -2.509585792325e-18 
 2279       9.502325981432e-12       3.512284364856e-13      -5.980544630650e-13       2.796960922562e-15       1.753273942532e-16       4.619174853527e-17      -2.478690967276e-18 
 2280       9.495170751886e-12       3.490981831162e-13      -5.954450357702e-13       2.793364635298e-15       1.749744669629e-16       4.608875367522e-17      -2.447400056521e-18 
 2281       9.487846136889e-12       3.469758373370e-13      -5.927398424231e-13       2.789773136975e-15       1.746223488364e-16       4.598369514972e-17      -2.415674030017e-18 
 2282       9.480345589914e-12       3.448621210094e-13      -5.899402942652e-13       2.786186284567e-15       1.742710376933e-16       4.587660812408e-17      -2.383473723315e-18 
 2283       9.472662542552e-12       3.427577584523e-13      -5.870478081240e-13       2.782603934472e-15       1.739205313361e-16       4.576752790012e-17      -2.350759837409e-18 
 2284       9.464790404493e-12       3.406634764441e-13      -5.840638064193e-13       2.779025942513e-15       1.735708275505e-16       4.565648991633e-17      -2.317492938597e-18 
 2285       9.456722563502e-12       3.385800042259e-13      -5.809897171693e-13       2.775452163933e-15       1.732219241054e-16       4.554352974803e-17      -2.283633458327e-18 
 2286       9.448452385394e-12       3.365080735038e-13      -5.778269739975e-13       2.771882453397e-15       1.728738187524e-16       4.542868310751e-17      -2.249141693058e-18 
 2287       9.439973214009e-12       3.344484184517e-13      -5.745770161385e-13       2.768316664995e-15       1.725265092266e-16       4.531198584418e-17      -2.213977804107e-18 
 2288       9.431278371194e-12       3.324017757141e-13      -5.712412884448e-13       2.764754652232e-15       1.721799932459e-16       4.519347394474e-17      -2.178101817507e-18 
 2289       9.422361156772e-12       3.303688844083e-13      -5.678212413926e-13       2.761196268039e-15       1.718342685110e-16       4.507318353334e-17      -2.141473623859e-18 
 2290       9.413214848525e-12       3.283504861278e-13      -5.643183310889e-13       2.757641364761e-15       1.714893327058e-16       4.495115087171e-17      -2.104052978186e-18 
 2291       9.403832702166e-12       3.263473249441e-13      -5.607340192770e-13       2.754089794165e-15       1.711451834972e-16       4.482741235932e-17      -2.065799499785e-18 
 2292       9.394207951318e-12       3.243601474100e-13      -5.570697733435e-13       2.750541407435e-15       1.708018185348e-16       4.470200453355e-17      -2.026672672084e-18 
 2293       9.384333807489e-12       3.223897025621e-13      -5.533270663244e-13       2.746996055173e-15       1.704592354513e-16       4.457496406985e-17      -1.986631842493e-18 
 2294       9.374203460049e-12       3.204367419233e-13      -5.495073769114e-13       2.743453587395e-15       1.701174318621e-16       4.444632778184e-17      -1.945636222256e-18 
 2295       9.363810076205e-12       3.185020195056e-13      -5.456121894582e-13       2.739913853536e-15       1.697764053657e-16       4.431613262154e-17      -1.903644886311e-18 
 2296       9.353146800980e-12       3.165862918128e-13      -5.416429939870e-13       2.736376702444e-15       1.694361535432e-16       4.418441567946e-17      -1.860616773135e-18 
 2297       9.342206757188e-12       3.146903178430e-13      -5.376012861950e-13       2.732841982385e-15       1.690966739586e-16       4.405121418480e-17      -1.816510684606e-18 
 2298       9.330983045410e-12       3.128148590915e-13      -5.334885674603e-13       2.729309541035e-15       1.687579641586e-16       4.391656550557e-17      -1.771285285850e-18 
 2299       9.319469931798e-12       3.109605860461e-13      -5.293064544341e-13       2.725779239556e-15       1.684200218166e-16       4.378050272984e-17      -1.724915125972e-18 
 2300       9.307666419799e-12       3.091277970195e-13      -5.250570085672e-13       2.722250994906e-15       1.680828451639e-16       4.364304137827e-17      -1.677438812029e-18 
 2301       9.295572701128e-12       3.073166975317e-13      -5.207424086945e-13       2.718724737794e-15       1.677464325611e-16       4.350419260729e-17      -1.628911141545e-18 
 2302       9.283188970013e-12       3.055274936552e-13      -5.163648416490e-13       2.715200398633e-15       1.674107823547e-16       4.336396762034e-17      -1.579387109714e-18 
 2303       9.270515423195e-12       3.037603920155e-13      -5.119265022704e-13       2.711677907545e-15       1.670758928765e-16       4.322237766795e-17      -1.528921909614e-18 
 2304       9.257552259934e-12       3.020155997915e-13      -5.074295934144e-13       2.708157194354e-15       1.667417624442e-16       4.307943404783e-17      -1.477570932428e-18 
 2305       9.244299682010e-12       3.002933247162e-13      -5.028763259607e-13       2.704638188589e-15       1.664083893611e-16       4.293514810485e-17      -1.425389767655e-18 
 2306       9.230757893728e-12       2.985937750774e-13      -4.982689188227e-13       2.701120819483e-15       1.660757719161e-16       4.278953123118e-17      -1.372434203334e-18 
 2307       9.216927101921e-12       2.969171597176e-13      -4.936095989559e-13       2.697605015974e-15       1.657439083838e-16       4.264259486625e-17      -1.318760226257e-18 
 2308       9.202807515953e-12       2.952636880353e-13      -4.889006013666e-13       2.694090706703e-15       1.654127970242e-16       4.249435049689e-17      -1.264424022187e-18 
 2309       9.188399347723e-12       2.936335699850e-13      -4.841441691211e-13       2.690577820013e-15       1.650824360830e-16       4.234480965733e-17      -1.209481976078e-18 
 2310       9.173702811667e-12       2.920270160780e-13      -4.793425533543e-13       2.687066283950e-15       1.647528237914e-16       4.219398392926e-17      -1.153990672286e-18 
 2311       9.158718124763e-12       2.904442373829e-13      -4.744980132786e-13       2.683556026264e-15       1.644239583662e-16       4.204188494193e-17      -1.098006894792e-18 
 2312       9.143445506535e-12       2.888854455261e-13      -4.696128161927e-13       2.680046974405e-15       1.640958380096e-16       4.188852437214e-17      -1.041587627417e-18 
 2313       9.127885179053e-12       2.873508526923e-13      -4.646892374905e-13       2.676539055527e-15       1.637684609093e-16       4.173391394431e-17      -9.847900540392e-19 
 2314       9.112037366939e-12       2.858406716252e-13      -4.597295606697e-13       2.673032196482e-15       1.634418252387e-16       4.157806543057e-17      -9.276715588115e-19 
 2315       9.095902297371e-12       2.843551156277e-13      -4.547360773412e-13       2.669526323827e-15       1.631159291562e-16       4.142099065079e-17      -8.702897263781e-19 
 2316       9.079480200083e-12       2.828943985628e-13      -4.497110872371e-13       2.666021363816e-15       1.627907708061e-16       4.126270147262e-17      -8.127023420922e-19 
 2317       9.062771307373e-12       2.814587348542e-13      -4.446568982203e-13       2.662517242407e-15       1.624663483178e-16       4.110320981155e-17      -7.549673922332e-19 
 2318       9.045775854102e-12       2.800483394862e-13      -4.395758262929e-13       2.659013885254e-15       1.621426598061e-16       4.094252763099e-17      -6.971430642234e-19 
 2319       9.028494077701e-12       2.786634280051e-13      -4.344701956051e-13       2.655511217714e-15       1.618197033715e-16       4.078066694231e-17      -6.392877468461e-19 
 2320       9.010926218170e-12       2.773042165190e-13      -4.293423384642e-13       2.652009164841e-15       1.614974770994e-16       4.061763980485e-17      -5.814600304618e-19 
 2321       8.993072518087e-12       2.759709216988e-13      -4.241945953431e-13       2.648507651389e-15       1.611759790609e-16       4.045345832605e-17      -5.237187072259e-19 
 2322       8.974933222607e-12       2.746637607787e-13      -4.190293148896e-13       2.645006601811e-15       1.608552073122e-16       4.028813466146e-17      -4.661227713060e-19 
 2323       8.956508579467e-12       2.733829515564e-13      -4.138488539349e-13       2.641505940257e-15       1.605351598948e-16       4.012168101478e-17      -4.087314190988e-19 
 2324       8.937798838988e-12       2.721287123940e-13      -4.086555775023e-13       2.638005590576e-15       1.602158348356e-16       3.995410963795e-17      -3.516040494474e-19 
 2325       8.918804254081e-12       2.709012622184e-13      -4.034518588165e-13       2.634505476313e-15       1.598972301467e-16       3.978543283119e-17      -2.948002638584e-19 
 2326       8.899525080249e-12       2.697008205218e-13      -3.982400793121e-13       2.631005520713e-15       1.595793438255e-16       3.961566294304e-17      -2.383798667194e-19 
 2327       8.879961575588e-12       2.685276073623e-13      -3.930226286424e-13       2.627505646715e-15       1.592621738543e-16       3.944481237043e-17      -1.824028655157e-19 
 2328       8.860114000795e-12       2.673818433645e-13      -3.878019046884e-13       2.624005776955e-15       1.589457182011e-16       3.927289355873e-17      -1.269294710480e-19 
 2329       8.839982619167e-12       2.662637497198e-13      -3.825803135677e-13       2.620505833767e-15       1.586299748187e-16       3.909991900181e-17      -7.202009764933e-20 
 2330       8.819567696609e-12       2.651735481872e-13      -3.773602696430e-13       2.617005739179e-15       1.583149416453e-16       3.892590124208e-17      -1.773536340205e-20 
 2331       8.798869501632e-12       2.641114610937e-13      -3.721441955312e-13       2.613505414915e-15       1.580006166039e-16       3.875085287053e-17       3.586390964455e-20 
 2332       8.777888305360e-12       2.630777113350e-13      -3.669345221122e-13       2.610004782394e-15       1.576869976031e-16       3.857478652685e-17       8.871669525732e-20 
 2333       8.756624381533e-12       2.620725223757e-13      -3.617336885377e-13       2.606503762730e-15       1.573740825362e-16       3.839771489939e-17       1.407617628020e-19 
 2334       8.735078006508e-12       2.610961182502e-13      -3.565441422400e-13       2.603002276731e-15       1.570618692817e-16       3.821965072530e-17       1.919376770260e-19 
 2335       8.713249459268e-12       2.601487235631e-13      -3.513683389409e-13       2.599500244900e-15       1.567503557033e-16       3.804060679052e-17       2.421827978413e-19 
 2336       8.691139021416e-12       2.592305634895e-13      -3.462087426603e-13       2.595997587432e-15       1.564395396496e-16       3.786059592988e-17       2.914352801071e-19 
 2337       8.668746977188e-12       2.583418637762e-13      -3.410678257257e-13       2.592494224217e-15       1.561294189542e-16       3.767963102711e-17       3.396330734128e-19 
 2338       8.646074412596e-12       2.574827634841e-13      -3.359478887918e-13       2.588990092294e-15       1.558199915596e-16       3.749772799289e-17       3.867297378432e-19 
 2339       8.623125618334e-12       2.566530526212e-13      -3.308505196546e-13       2.585485198340e-15       1.555112558891e-16       3.731491471913e-17       4.327419999453e-19 
 2340       8.599905701927e-12       2.558524328680e-13      -3.257771310661e-13       2.581979566511e-15       1.552032104773e-16       3.713122218085e-17       4.777024941320e-19 
 2341       8.576419789974e-12       2.550806046844e-13      -3.207291404203e-13       2.578473221012e-15       1.548958538460e-16       3.694668146343e-17       5.216439738715e-19 
 2342       8.552673028169e-12       2.543372673081e-13      -3.157079697576e-13       2.574966186100e-15       1.545891845046e-16       3.676132376277e-17       5.645993118173e-19 
 2343       8.528670581319e-12       2.536221187535e-13      -3.107150457700e-13       2.571458486083e-15       1.542832009501e-16       3.657518038533e-17       6.066014999375e-19 
 2344       8.504417633371e-12       2.529348558102e-13      -3.057517998057e-13       2.567950145319e-15       1.539779016667e-16       3.638828274833e-17       6.476836496450e-19 
 2345       8.479919387426e-12       2.522751740415e-13      -3.008196678743e-13       2.564441188220e-15       1.536732851262e-16       3.620066237982e-17       6.878789919277e-19 
 2346       8.455181065765e-12       2.516427677832e-13      -2.959200906515e-13       2.560931639245e-15       1.533693497877e-16       3.601235091883e-17       7.272208774776e-19 
 2347       8.430207909868e-12       2.510373301421e-13      -2.910545134838e-13       2.557421522906e-15       1.530660940978e-16       3.582338011546e-17       7.657427768214e-19 
 2348       8.405005180434e-12       2.504585529949e-13      -2.862243863938e-13       2.553910863767e-15       1.527635164904e-16       3.563378183102e-17       8.034782804499e-19 
 2349       8.379578157404e-12       2.499061269863e-13      -2.814311640849e-13       2.550399686443e-15       1.524616153867e-16       3.544358803813e-17       8.404610989480e-19 
 2350       8.353932139979e-12       2.493797415280e-13      -2.766763059459e-13       2.546888015598e-15       1.521603891955e-16       3.525283082087e-17       8.767250631249e-19 
 2351       8.328072446645e-12       2.488790847974e-13      -2.719612760564e-13       2.543375875951e-15       1.518598363125e-16       3.506154237487e-17       9.123041241433e-19 
 2352       8.302004415190e-12       2.484038437360e-13      -2.672875431912e-13       2.539863292268e-15       1.515599551211e-16       3.486975500743e-17       9.472323536497e-19 
 2353       8.275733402726e-12       2.479537040481e-13      -2.626565808256e-13       2.536350289369e-15       1.512607439918e-16       3.467750113767e-17       9.815439439045e-19 
 2354       8.249264785712e-12       2.475283501993e-13      -2.580698671399e-13       2.532836892126e-15       1.509622012825e-16       3.448481329661e-17       1.015273207911e-18 
 2355       8.222603959972e-12       2.471274654153e-13      -2.535288850246e-13       2.529323125460e-15       1.506643253382e-16       3.429172412731e-17       1.048454579547e-18 
 2356       8.195756340718e-12       2.467507316807e-13      -2.490351220850e-13       2.525809014346e-15       1.503671144912e-16       3.409826638501e-17       1.081122613692e-18 
 2357       8.168727362570e-12       2.463978297371e-13      -2.445900706464e-13       2.522294583808e-15       1.500705670612e-16       3.390447293718e-17       1.113311986359e-18 
 2358       8.141522479575e-12       2.460684390822e-13      -2.401952277587e-13       2.518779858923e-15       1.497746813547e-16       3.371037676373e-17       1.145057494825e-18 
 2359       8.114147165234e-12       2.457622379681e-13      -2.358520952015e-13       2.515264864819e-15       1.494794556659e-16       3.351601095706e-17       1.176394057759e-18 
 2360       8.086606912514e-12       2.454789034000e-13      -2.315621794886e-13       2.511749626676e-15       1.491848882758e-16       3.332140872220e-17       1.207356715352e-18 
 2361       8.058907233878e-12       2.452181111352e-13      -2.273269918736e-13       2.508234169726e-15       1.488909774528e-16       3.312660337694e-17       1.237980629449e-18 
 2362       8.031053661298e-12       2.449795356812e-13      -2.231480483539e-13       2.504718519252e-15       1.485977214521e-16       3.293162835195e-17       1.268301083676e-18 
 2363       8.003051746282e-12       2.447628502944e-13      -2.190268696764e-13       2.501202700587e-15       1.483051185165e-16       3.273651719087e-17       1.298353483572e-18 
 2364       7.974907059892e-12       2.445677269791e-13      -2.149649813417e-13       2.497686739119e-15       1.480131668756e-16       3.254130355047e-17       1.328173356720e-18 
 2365       7.946625192763e-12       2.443938364859e-13      -2.109639136095e-13       2.494170660286e-15       1.477218647460e-16       3.234602120073e-17       1.357796352870e-18 
 2366       7.918211755130e-12       2.442408483100e-13      -2.070252015032e-13       2.490654489578e-15       1.474312103318e-16       3.215070402499e-17       1.387258244080e-18 
 2367       7.889672376841e-12       2.441084306903e-13      -2.031503848148e-13       2.487138252537e-15       1.471412018237e-16       3.195538602006e-17       1.416594924835e-18 
 2368       7.861012707386e-12       2.439962506081e-13      -1.993410081099e-13       2.483621974756e-15       1.468518373997e-16       3.176010129632e-17       1.445842412184e-18 
 2369       7.832238415912e-12       2.439039737850e-13      -1.955986207326e-13       2.480105681881e-15       1.465631152247e-16       3.156488407788e-17       1.475036845866e-18 
 2370       7.803355191244e-12       2.438312646823e-13      -1.919247768102e-13       2.476589399609e-15       1.462750334508e-16       3.136976870265e-17       1.504214488444e-18 
 2371       7.774368741911e-12       2.437777864994e-13      -1.883210352582e-13       2.473073153690e-15       1.459875902170e-16       3.117478962250e-17       1.533411725430e-18 
 2372       7.745284796161e-12       2.437432011720e-13      -1.847889597852e-13       2.469556969925e-15       1.457007836490e-16       3.097998140335e-17       1.562665065416e-18 
